estadía,0,0,0,0,1,0
capitanes,0,0,0,0,1,0
salvados,1,0,0,0,0,0
Pasando,0,1,0,0,0,0
Gebir,0,1,0,0,0,0
inerte,0,0,0,1,0,0
presenciar,0,0,0,0,1,0
jardinero,1,0,0,0,0,0
emprenden,0,0,0,1,0,1
debatirse,0,0,0,1,0,0
kraken,0,1,0,0,0,0
laderas,0,0,0,0,0,1
llevado,0,1,0,1,0,0
Meduseld,0,0,1,0,0,0
enano,0,1,0,0,0,0
norte,0,0,0,0,1,0
nombrado,0,0,0,0,0,1
aprovechan,0,0,0,0,0,1
Brujo,0,0,0,1,1,0
libraban,0,0,0,1,0,0
peripecias,0,0,1,0,0,0
resto,1,1,0,1,0,0
moribundo,0,0,0,0,1,0
ocurrido,0,1,0,0,0,0
cabalgata,0,0,0,0,1,0
acompaña,1,0,0,0,0,0
ayuda,1,0,0,0,1,1
rescaten,0,0,1,0,0,0
toque,1,0,0,0,0,0
fueran,0,0,0,0,1,0
barcas,0,1,0,0,0,0
Grieta,0,0,0,0,0,1
inminencia,0,0,1,0,0,0
hurtadillas,0,0,0,1,0,0
elfos,0,1,0,0,0,1
muerto,0,0,0,1,0,1
quinto,0,0,0,0,1,0
negra,0,0,0,0,1,0
Hobbiton,0,0,0,0,0,1
Emyn,0,0,0,1,0,0
Dol,0,0,1,0,0,0
Allí,1,1,0,0,0,1
invitado,0,1,0,0,0,0
ven,0,0,0,0,1,0
cantidad,0,0,0,1,0,0
mithril,0,0,0,0,0,1
ataque,0,0,1,0,1,0
acaban,1,0,0,0,0,1
puente,0,1,0,0,0,0
traición,0,1,0,1,0,0
enloquecer,0,0,0,0,1,0
alertar,0,0,0,1,0,0
libro,0,1,1,0,0,0
Grima,0,0,0,0,0,1
combinadas,0,0,1,0,0,0
Apenados,0,1,0,0,0,0
llevaba,0,1,0,0,0,0
negativa,0,1,0,0,0,0
Blanca,0,0,1,0,0,0
necesidad,0,0,0,0,1,0
narraba,0,1,0,0,0,0
motivo,1,0,0,1,0,0
acudirían,0,1,0,0,0,0
señales,0,0,1,0,0,0
Pelargir,0,0,0,0,1,0
acabaron,0,0,0,0,0,1
trampa,1,0,0,0,0,0
ponerlo,0,0,1,0,0,0
escondidas,0,1,0,0,0,0
persecución,0,0,1,0,0,0
vividas,0,0,1,0,0,0
atrapan,0,0,0,1,0,0
Oculto,0,0,0,1,0,0
Vados,0,0,0,0,1,0
dispuso,0,0,0,0,1,0
llegan,1,0,0,1,1,1
dejando,0,0,1,0,0,0
logró,0,1,0,0,0,0
aparentemente,0,0,1,1,0,0
sobrino,1,0,0,0,0,0
pira,0,0,0,0,1,0
pago,0,0,0,0,1,0
torre,0,0,1,0,0,0
interpone,0,0,0,0,1,0
continúa,0,0,0,0,0,1
cargo,0,0,0,0,0,1
observando,0,0,0,0,1,0
acercaran,0,1,0,0,0,0
vigilado,0,0,0,1,0,0
luz,0,0,0,0,1,0
terminar,1,0,0,0,0,0
acompañarían,0,1,0,0,0,0
dirigían,0,0,0,0,0,1
despertó,0,1,0,0,0,1
apresuró,0,0,0,0,1,0
mago,1,1,1,0,0,1
Elrond,1,1,0,0,0,1
facilitando,0,0,0,0,0,1
toma,0,0,1,0,1,0
criatura,1,0,0,1,0,1
curioso,0,0,1,0,0,0
celosamente,0,0,1,0,0,0
sabía,1,0,0,0,0,0
Único,1,0,0,1,0,0
ofreció,0,1,0,0,0,0
lograron,0,1,0,0,0,0
trató,0,1,0,0,0,0
liberado,0,0,0,0,1,0
guardaba,0,0,1,0,0,0
distintos,0,1,0,0,0,1
revela,0,0,1,0,1,0
precipitación,0,0,1,0,0,0
lanzan,0,0,0,0,1,0
juntos,0,0,0,0,0,1
Anduin,1,1,0,0,1,0
Rath,0,0,0,0,1,0
vagando,0,0,0,1,0,0
111º,1,0,0,0,0,0
Puertos,0,0,0,0,0,1
Imperecederas,0,0,0,0,0,1
conducidas,0,0,0,0,0,1
llevarlo,0,1,0,0,0,0
cientos,0,0,0,0,1,0
Hirgon,0,0,0,0,1,0
Serpiente,0,0,0,0,0,1
suponía,0,0,0,1,0,0
Quebradas,1,0,0,0,0,0
termina,0,0,0,0,1,1
Glorfindel,1,0,0,0,0,0
reponerse,0,0,1,0,0,0
hermana,0,0,0,0,1,1
idea,0,0,0,0,1,0
incapaz,0,0,0,0,0,1
deuda,0,0,0,0,1,0
Sûl,1,0,0,0,0,0
picado,0,0,0,1,0,0
Tierra,0,1,0,0,0,0
trataba,1,0,1,0,0,0
posada,1,0,0,0,0,0
descender,0,0,0,1,0,0
entra,0,0,0,1,1,0
Tierras,0,0,0,0,0,1
quemados,0,0,0,0,1,0
Ella-Laraña,0,0,0,1,0,0
decidir,0,1,0,0,0,0
irse,1,0,0,0,0,0
habrían,0,0,1,0,0,0
ardides,0,0,1,0,0,0
pequeña,1,0,0,0,0,0
maligna,0,0,1,0,0,0
guardián,0,1,0,0,0,0
marchó,0,0,0,0,0,1
pone,1,0,0,0,0,1
«El,1,0,0,0,0,0
rechazarlos,0,1,0,0,0,0
tesoro,0,0,0,0,0,1
caballeros,0,0,1,0,0,0
capturados,1,1,0,0,0,0
Rivendel,1,1,0,0,0,1
Mano,0,0,1,0,0,0
recta»,0,0,0,1,0,0
corsarios,0,0,0,0,1,0
voltea,0,0,0,0,1,0
atacados,0,1,0,1,0,1
Haldir,0,1,0,0,0,0
oscuro,1,0,0,0,0,0
guíe,0,0,0,1,0,0
ejércitos,0,0,0,0,1,0
encontrar,0,0,0,0,1,0
culmina,0,0,1,0,0,0
Crinblanca,0,0,0,0,1,0
narración,0,0,1,0,0,0
malla,0,0,0,0,0,1
comienza,1,0,0,1,1,1
vivir,1,0,0,0,0,0
medio,0,0,1,0,0,1
enorme,0,0,0,1,0,0
Ithilien,0,0,0,1,0,1
destruyéndose,0,0,0,0,0,1
ascender,0,0,0,1,0,0
apoderarse,0,0,0,0,0,1
Días,0,1,0,0,0,1
defraudada,0,0,0,1,0,0
acudir,0,0,0,0,0,1
acompañarle,1,0,0,0,0,0
descuido,0,0,0,1,0,0
servidores,1,0,0,0,0,0
Viejo,1,0,0,0,0,1
produce,0,0,1,0,0,0
abajo,0,0,0,0,0,1
repliegue,0,0,1,0,0,0
huir,0,1,0,1,0,1
vio,0,1,0,0,1,0
